Disease,MealType,FoodName,DietType,Cuisine,Calories,Protein (g),Carbs (g),Fats (g),Ingredients,PreparationSteps,HealthNotes,disease_encoded,mealtype_encoded,diettype_encoded,cuisine_encoded,calories_scaled,protein_scaled,carbs_scaled,fats_scaled
Anemia,Lunch,Tabbouleh with quinoa,Vegan,Mediterranean,469,10.5,84.8,27.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,2,2,3,0.4643469069090677,-1.2547677719946588,1.4743866233450924,1.6286233829222476
Hypertension,Lunch,Avocado Toast with Seeds and mixed veggies,Vegetarian,Continental,224,8.2,53.3,3.8,"egg whites, spinach, onion, pepper, olive oil spray","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,2,3,1,-1.2643573844645297,-1.490262625121793,0.08069434072188887,-1.6213893029610829
Thyroid,Snack,Grilled Halloumi Salad with herbs,Vegetarian,Continental,612,23.8,14.9,28.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,3,3,1,1.473345738200596,0.10700681347963835,-1.6182829180949687,1.7687101366241154
GERD,Dinner,Lemon Herb Fish,Pescatarian,Mediterranean,351,7.7,53.6,13.5,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Non-acidic, low-fat options; avoid spicy, fried, and highly acidic foods to reduce reflux.",5,1,1,3,-0.368253527303522,-1.5414571584103005,0.09396760055639576,-0.2625477920529663
Hypertension,Snack,Grilled Vegetable Platter with quinoa,Vegetarian,Mediterranean,401,39.5,16.2,20.1,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,3,3,3,-0.015456733145645031,1.714515158738771,-1.5607654588121065,0.6620247823793607
GERD,Breakfast,Steamed Fish with Ginger with spinach,Non-Vegetarian,Asian,468,36.4,24.1,25.8,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Non-acidic, low-fat options; avoid spicy, fried, and highly acidic foods to reduce reflux.",5,0,0,0,0.45729097102591015,1.397109052350025,-1.2112362831700965,1.4605192784800065
Thyroid,Snack,Grilled Salmon Salad,Pescatarian,Mediterranean,483,12.0,62.9,10.1,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,3,1,3,0.5631300092732733,-1.1011841721291367,0.5054386554261033,-0.7388427546393165
Heart Disease,Dinner,Roast Chicken with Herbs and mixed veggies,Non-Vegetarian,Continental,276,24.1,81.4,26.5,"lean chicken breast, garlic, yogurt (low-fat), spices (paprika, turmeric), olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,1,0,1,-0.8974487185403376,0.13772353345274285,1.3239563452206835,1.5585800060713138
Obesity,Lunch,Baked Herb Salmon,Non-Vegetarian,Mediterranean,249,38.8,37.6,3.9,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,2,0,3,-1.087958987385591,1.6428428121348604,-0.613939590617295,-1.6073806275908962
Heart Disease,Lunch,Grilled Mackerel with spinach,Pescatarian,Asian,419,24.3,73.4,12.0,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,2,1,0,0.11155011275119069,0.15820134676814576,0.9700027496338381,-0.4726779226057678
Heart Disease,Snack,Oats Idli,Vegetarian,Indian,585,34.2,25.5,27.6,"rolled oats, water or low-fat milk, nuts (almonds/walnuts), seeds (flax/chia), fresh berries or fruit","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook oats in water or low-fat milk over medium heat until soft. 3) Stir in seeds and nuts; simmer briefly; add fresh fruits or cinnamon for flavor. 4) Serve warm; portion control advised for diabetes/weight management.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,3,3,2,1.2828354693553423,1.1718531058805928,-1.1492944039423987,1.7126754351433684
Gastritis,Snack,Lemon Herb Fish,Pescatarian,Mediterranean,587,23.8,49.3,11.8,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,3,1,3,1.2969473411216574,0.10700681347963835,-0.09628245707153381,-0.5006952733461413
Fatty Liver,Dinner,Mixed Vegetable Sambar,Vegan,Indian,436,22.8,15.0,24.9,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",Low sugar and refined carbs; moderate healthy fats and lean protein to support liver health.,4,1,2,2,0.23150102276486886,0.004617746902623519,-1.6138584981501332,1.3344412001483252
GERD,Snack,Moong Dal Chilla with quinoa,Vegetarian,Indian,208,27.4,18.1,8.7,"lentils (moong/masoor), onion, tomato, turmeric, cumin","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Non-acidic, low-fat options; avoid spicy, fried, and highly acidic foods to reduce reflux.",5,3,3,2,-1.3772523585950502,0.4756074531568915,-1.4767014798602305,-0.9349642098219313
Thyroid,Breakfast,Steamed Fish with Ginger light masala,Non-Vegetarian,Asian,504,20.3,44.8,3.5,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,0,0,0,0.7113046628195816,-0.25135491953991357,-0.2953813545891343,-1.6634153290716434
Diabetes,Breakfast,Salmon Teriyaki (light) with herbs,Pescatarian,Asian,506,12.8,83.9,8.2,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,0,1,0,0.7254165345858967,-1.0192729188675247,1.4345668438415726,-1.0050075866728652
Obesity,Breakfast,Roast Chicken with Herbs,Non-Vegetarian,Continental,356,7.9,56.2,4.9,"lean chicken breast, garlic, yogurt (low-fat), spices (paprika, turmeric), olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,0,0,1,-0.3329738478877343,-1.5209793450948974,0.20900251912212056,-1.4672938738890284
Anemia,Dinner,Lemon Herb Fish,Pescatarian,Mediterranean,276,13.9,41.6,10.3,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,1,1,3,-0.8974487185403376,-0.9066449456328085,-0.43696279282387224,-0.7108254038989428
Kidney Disease,Lunch,Quinoa Salad with spinach,Vegetarian,Mediterranean,513,21.3,59.0,17.6,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.",Lower sodium and potassium when needed; moderate protein and controlled phosphorus.,10,2,3,3,0.7748080857679994,-0.14896585296289871,0.3328862775775163,0.3118078981246915
Thyroid,Snack,Vegetable Sushi Bowl,Vegetarian,Asian,469,28.6,56.7,3.7,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,3,3,0,0.4643469069090677,0.5984743330493095,0.2311246188462984,-1.6353979783312698
Hypertension,Breakfast,Mixed Vegetable Sambar,Vegan,Indian,568,33.5,61.7,6.9,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,0,2,2,1.1628845593416641,1.1001807592766821,0.4523456160880767,-1.187120366485293
Anemia,Lunch,Stir-fried Tempeh and Veggies,Vegan,Asian,381,14.1,26.2,5.7,"firm tofu or tempeh, soy sauce (low sodium), mixed vegetables, garlic, ginger, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Press and cube tofu; marinate with low-sodium soy and spices. 3) Stir-fry on high heat with vegetables to retain texture. 4) Finish with a splash of lemon and chopped herbs; serve hot.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,2,2,0,-0.15657545080879584,-0.8861671323174055,-1.1183234643285496,-1.3552244709275345
Fatty Liver,Breakfast,Baked Herb Salmon,Non-Vegetarian,Mediterranean,210,7.8,44.3,21.6,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Low sugar and refined carbs; moderate healthy fats and lean protein to support liver health.,4,0,0,3,-1.3631404868287351,-1.5312182517525987,-0.3175034543133121,0.8721549129321623
Diabetes,Lunch,Steamed Fish with Ginger and mixed veggies,Non-Vegetarian,Asian,385,21.1,18.3,10.5,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,2,0,0,-0.12835170727616568,-0.1694436662783016,-1.4678526399705591,-0.6828080531585694
